loopIteration,time (us),GPS_coord[0],GPS_coord[1],GPS_altitude,GPS_speed (m/s),attitude[0],attitude[1],attitude[2],vbat (V),GPS_numSat
1194,23880000,351983072,333554961,957,5.08,-70,-103,1433,24.14,12
1195,23900000,351983087,333554925,974,6.77,27,31,1434,24.18,12
1196,23920000,351983104,333554887,933,3.8,78,-88,1435,24.19,9
1197,23940000,351983106,333554850,1017,5.43,36,77,1436,24.22,11
1198,23960000,351983108,333554812,980,5.56,53,-10,1438,24.18,13
1199,23980000,351983119,333554774,1016,4.63,-9,104,1439,24.17,12
1200,24000000,351983109,333554735,957,4.76,-121,2,1440,24.22,9
1201,24020000,351983115,333554696,986,6.36,-122,79,1441,24.21,10
1202,24040000,351983113,333554657,1043,3.98,-6,37,1442,24.22,9
1203,24060000,351983112,333554617,995,4.86,35,84,1444,24.2,10
1204,24080000,351983098,333554577,1028,5.17,78,29,1445,24.23,9
1205,24100000,351983093,333554537,1025,6.04,-21,-112,1446,24.21,14
1206,24120000,351983096,333554496,991,4.31,4,-6,1447,24.14,11
1207,24140000,351983108,333554455,943,7.22,15,-45,1448,24.2,13
1208,24160000,351983121,333554413,1046,5.57,65,73,1450,24.22,11
1209,24180000,351983124,333554372,1014,5.63,-4,53,1451,24.19,12
1210,24200000,351983125,333554330,1048,5.5,-67,28,1452,24.23,10
1211,24220000,351983120,333554287,928,5.13,66,49,1453,24.18,13
1212,24240000,351983128,333554245,944,4.77,25,37,1454,24.21,9
1213,24260000,351983128,333554202,925,7.29,23,0,1456,24.15,9
1214,24280000,351983138,333554158,976,6.17,-78,120,1457,24.19,14
1215,24300000,351983159,333554115,1054,5.8,0,39,1458,24.17,12
1216,24320000,351983162,333554071,1036,7.11,-105,18,1459,24.16,14
1217,24340000,351983150,333554027,1013,5.08,-123,-41,1460,24.15,14
1218,24360000,351983145,333553983,1020,6.67,-14,-1,1462,24.19,10
1219,24380000,351983133,333553939,1046,5.95,-26,28,1463,24.2,12
1220,24400000,351983125,333553894,1004,4.87,34,19,1464,24.16,11
1221,24420000,351983141,333553849,1033,6.82,88,5,1465,24.14,14
1222,24440000,351983147,333553804,1024,4.15,-2,25,1466,24.15,9
1223,24460000,351983135,333553758,932,6.69,110,-25,1468,24.2,9
1224,24480000,351983145,333553713,1004,4.87,-36,28,1469,24.14,9
1225,24500000,351983161,333553667,1075,6.4,46,-45,1470,24.21,14
1226,24520000,351983161,333553621,1006,7.55,-78,-12,1471,24.13,13
1227,24540000,351983157,333553575,1017,6.59,7,-6,1472,24.19,10
1228,24560000,351983157,333553528,999,5.2,-19,69,1474,24.2,13
1229,24580000,351983163,333553482,1005,5.88,-12,51,1475,24.21,13
1230,24600000,351983173,333553435,1070,5.48,36,31,1476,24.16,11
1231,24620000,351983188,333553388,1015,4.53,-116,-26,1477,24.15,14
1232,24640000,351983204,333553341,986,4.6,7,9,1478,24.13,9
1233,24660000,351983219,333553294,903,5.96,-50,66,1480,24.2,12
1234,24680000,351983236,333553247,1005,6.55,7,87,1481,24.17,12
1235,24700000,351983246,333553200,950,3.82,24,-41,1482,24.16,10
1236,24720000,351983234,333553152,957,5.82,-22,7,1483,24.16,9
1237,24740000,351983236,333553104,1062,6.51,-22,33,1484,24.18,14
1238,24760000,351983242,333553057,1060,6.04,-71,44,1486,24.17,12
1239,24780000,351983242,333553009,956,4.72,33,28,1487,24.2,10
1240,24800000,351983254,333552961,1067,7.13,-41,59,1488,24.1,14
1241,24820000,351983254,333552913,1052,4.47,27,-40,1489,24.19,13
1242,24840000,351983248,333552865,1004,6.67,-87,102,1490,24.15,14
1243,24860000,351983266,333552817,1065,7.79,84,-26,1492,24.16,12
1244,24880000,351983276,333552769,971,3.49,-62,31,1493,24.15,10
1245,24900000,351983281,333552721,989,6.2,71,53,1494,24.16,12
1246,24920000,351983294,333552672,981,6.27,-27,83,1495,24.18,14
1247,24940000,351983308,333552624,995,6.17,33,71,1496,24.17,13
1248,24960000,351983315,333552576,1075,4.99,-8,69,1498,24.12,14
1249,24980000,351983293,333552528,987,5.53,41,89,1499,24.16,14
1250,25000000,351983290,333552479,995,4.25,0,21,1500,24.15,11
1251,25020000,351983289,333552431,1004,6.05,78,64,1501,24.17,14
1252,25040000,351983282,333552383,1051,6.53,41,101,1502,24.16,14
1253,25060000,351983287,333552335,1030,5.11,41,-7,1504,24.15,13
1254,25080000,351983303,333552286,1079,4.8,102,-38,1505,24.19,12
1255,25100000,351983301,333552238,1017,5.34,-42,-19,1506,24.12,13
1256,25120000,351983293,333552190,995,5.88,80,95,1507,24.22,11
1257,25140000,351983317,333552142,1027,5.96,4,87,1508,24.13,9
1258,25160000,351983316,333552094,1050,5.77,-91,11,1510,24.12,12
1259,25180000,351983307,333552046,1012,5.97,29,40,1511,24.17,11
1260,25200000,351983312,333551998,1061,4.35,-12,51,1512,24.18,11
1261,25220000,351983320,333551950,1123,2.67,103,78,1513,24.19,12
1262,25240000,351983316,333551903,1028,6.62,-30,-60,1514,24.19,11
1263,25260000,351983327,333551855,1054,7.56,3,2,1516,24.16,11
1264,25280000,351983326,333551807,1107,4.22,14,16,1517,24.15,12
1265,25300000,351983320,333551760,1028,5.1,-117,43,1518,24.16,14
1266,25320000,351983325,333551713,1021,6.24,31,32,1519,24.14,12
1267,25340000,351983336,333551666,1011,7.01,-61,13,1520,24.13,14
1268,25360000,351983333,333551619,1072,6.65,86,42,1522,24.19,9
1269,25380000,351983340,333551572,1077,7.39,102,-93,1523,24.2,11
1270,25400000,351983342,333551525,1052,5.82,0,175,1524,24.14,12
1271,25420000,351983374,333551478,1060,6.37,-97,68,1525,24.13,14
1272,25440000,351983370,333551432,1110,6.37,11,71,1526,24.12,11
1273,25460000,351983387,333551386,1095,5.38,10,-2,1528,24.09,11
1274,25480000,351983390,333551340,1005,7.3,44,48,1529,24.12,14
1275,25500000,351983392,333551294,1061,6.62,-18,126,1530,24.12,13
1276,25520000,351983403,333551248,1067,7.04,-73,115,1531,24.14,9
1277,25540000,351983415,333551203,1092,5.43,-8,32,1532,24.11,9
1278,25560000,351983431,333551158,1055,7.1,-56,-30,1534,24.08,14
1279,25580000,351983438,333551113,1039,4.64,109,36,1535,24.15,14
1280,25600000,351983435,333551068,1047,6.35,-43,14,1536,24.18,10
1281,25620000,351983433,333551023,995,2.81,-40,69,1537,24.07,11
1282,25640000,351983441,333550979,1066,4.7,-2,-32,1538,24.13,9
1283,25660000,351983450,333550935,1044,6.75,-76,20,1540,24.16,14
1284,25680000,351983468,333550891,1087,5.35,-27,41,1541,24.09,9
1285,25700000,351983475,333550848,1028,6.09,-8,6,1542,24.09,10
1286,25720000,351983489,333550805,1053,3.98,-30,79,1543,24.13,9
1287,25740000,351983508,333550762,1032,7.7,-15,-25,1544,24.12,10
1288,25760000,351983513,333550719,1029,6.58,76,-29,1546,24.11,12
1289,25780000,351983501,333550677,1101,5.85,26,12,1547,24.17,10
1290,25800000,351983493,333550634,1055,6.37,-82,68,1548,24.17,12
1291,25820000,351983482,333550593,1092,6.27,-26,14,1549,24.14,10
1292,25840000,351983501,333550551,1030,7.54,45,0,1550,24.12,9
1293,25860000,351983496,333550510,1080,6.13,-40,67,1552,24.11,9
1294,25880000,351983511,333550469,1009,4.15,5,39,1553,24.15,10
1295,25900000,351983521,333550429,1058,5.58,-1,3,1554,24.11,13
1296,25920000,351983541,333550389,1058,7.39,32,35,1555,24.16,10
1297,25940000,351983554,333550349,1102,6.55,-11,17,1556,24.16,12
1298,25960000,351983557,333550309,1087,5.39,-8,58,1558,24.1,10
1299,25980000,351983558,333550270,1074,6.6,-52,35,1559,24.14,12
1300,26000000,351983562,333550232,1115,6.02,22,-9,1560,24.16,10
1301,26020000,351983567,333550193,1090,6.6,-57,6,1561,24.14,10
1302,26040000,351983565,333550155,1105,4.02,106,9,1562,24.09,9
1303,26060000,351983568,333550118,1115,4.83,-1,46,1564,24.11,11
1304,26080000,351983588,333550081,1082,6.66,-13,47,1565,24.1,14
1305,26100000,351983574,333550044,1074,5.62,48,-10,1566,24.12,11
1306,26120000,351983580,333550007,1100,6.29,-5,20,1567,24.11,12
1307,26140000,351983574,333549972,1071,8.18,5,43,1568,24.1,9
1308,26160000,351983580,333549936,1104,5.51,-3,81,1570,24.14,14
1309,26180000,351983591,333549901,1133,6.16,-44,41,1571,24.15,10
1310,26200000,351983594,333549866,1124,5.23,-56,122,1572,24.09,12
1311,26220000,351983605,333549832,1075,5.15,-43,30,1573,24.06,10
1312,26240000,351983593,333549798,1040,5.79,69,64,1574,24.12,9
1313,26260000,351983607,333549765,1090,4.18,-38,13,1576,24.11,10
1314,26280000,351983604,333549732,1088,3.41,-24,-18,1577,24.12,10
1315,26300000,351983614,333549699,1138,7.48,-27,34,1578,24.08,11
1316,26320000,351983619,333549667,1079,5.76,42,52,1579,24.11,13
1317,26340000,351983596,333549636,1087,7.2,121,44,1580,24.08,14
1318,26360000,351983592,333549605,1126,6.02,-56,36,1582,24.14,10
1319,26380000,351983598,333549574,1078,6.06,33,13,1583,24.15,11
1320,26400000,351983617,333549544,1092,6.67,7,-10,1584,24.07,10
1321,26420000,351983623,333549515,1167,6.72,-18,14,1585,24.02,14
1322,26440000,351983629,333549486,1159,4.47,31,51,1586,24.08,9
1323,26460000,351983618,333549457,1126,7.3,-78,74,1588,24.08,13
1324,26480000,351983636,333549429,1112,4.74,51,-128,1589,24.1,11
1325,26500000,351983657,333549401,1063,6.12,13,58,1590,24.1,14
1326,26520000,351983661,333549374,1125,8.88,-61,80,1591,24.11,9
1327,26540000,351983662,333549348,1106,5.97,97,89,1592,24.18,13
1328,26560000,351983649,333549322,1113,7.84,52,47,1594,24.08,13
1329,26580000,351983661,333549296,1085,5.47,71,61,1595,24.08,14
1330,26600000,351983691,333549271,1106,6.6,-89,7,1596,24.11,9
1331,26620000,351983702,333549247,1100,5.94,-16,24,1597,24.04,9
1332,26640000,351983718,333549223,1121,6.37,-32,54,1598,24.12,10
1333,26660000,351983727,333549199,1166,4.88,38,-23,1600,24.07,13
1334,26680000,351983720,333549177,1124,4.81,83,-8,1601,24.05,12
1335,26700000,351983737,333549154,1044,6.27,-117,38,1602,24.06,11
1336,26720000,351983728,333549133,1073,4.05,1,-34,1603,24.1,9
1337,26740000,351983729,333549112,1049,4.89,-7,31,1604,24.11,11
1338,26760000,351983735,333549091,1081,6.63,61,-42,1606,24.12,13
1339,26780000,351983747,333549071,1136,5.16,-2,38,1607,24.1,9
1340,26800000,351983755,333549052,1131,4.84,-78,30,1608,24.06,9
1341,26820000,351983762,333549033,1092,4.58,-11,2,1609,24.1,9
1342,26840000,351983758,333549014,1127,6.05,-63,-16,1610,24.08,9
1343,26860000,351983748,333548997,1087,5.46,-47,4,1612,24.15,13
1344,26880000,351983752,333548980,1061,6.06,2,-78,1613,24.02,11
1345,26900000,351983748,333548963,1063,5.66,-29,10,1614,24.13,10
1346,26920000,351983739,333548947,1085,8.05,17,34,1615,24.1,12
1347,26940000,351983729,333548932,1177,5.37,-93,86,1616,24.09,12
1348,26960000,351983728,333548917,1068,3.59,142,4,1618,24.08,11
1349,26980000,351983713,333548903,1172,6.02,77,20,1619,24.06,11
1350,27000000,351983702,333548889,1176,5.88,44,95,1620,24.05,13
1351,27020000,351983689,333548876,1116,6.07,-79,112,1621,24.03,12
1352,27040000,351983695,333548864,1123,4.0,-132,5,1622,24.14,13
1353,27060000,351983702,333548852,1101,7.21,-52,79,1624,24.1,12
1354,27080000,351983725,333548841,1125,5.85,-14,85,1625,24.09,10
1355,27100000,351983714,333548830,1153,5.83,136,53,1626,24.08,10
1356,27120000,351983710,333548821,1128,4.03,80,-18,1627,24.01,14
1357,27140000,351983723,333548811,1169,6.44,-32,-16,1628,24.06,14
1358,27160000,351983724,333548803,1177,5.81,74,56,1630,24.07,11
1359,27180000,351983724,333548795,1144,7.46,75,140,1631,24.1,13
1360,27200000,351983744,333548787,1144,5.4,0,20,1632,24.04,10
1361,27220000,351983744,333548780,1130,4.44,74,104,1633,24.08,12
1362,27240000,351983736,333548774,1147,6.03,20,119,1634,24.06,10
1363,27260000,351983726,333548768,1089,4.81,-40,-30,1636,24.07,12
1364,27280000,351983733,333548763,1151,6.37,-72,0,1637,24.04,9
1365,27300000,351983739,333548759,1144,4.62,-7,101,1638,24.08,12
1366,27320000,351983729,333548755,1102,5.73,61,75,1639,24.07,11
1367,27340000,351983722,333548752,1223,5.62,-83,55,1640,24.01,11
1368,27360000,351983731,333548750,1099,5.84,-98,28,1642,24.1,10
1369,27380000,351983740,333548748,1104,5.28,33,59,1643,24.13,12
1370,27400000,351983737,333548747,1151,4.94,-166,-1,1644,24.03,10
1371,27420000,351983747,333548746,1063,5.81,111,149,1645,24.09,9
1372,27440000,351983756,333548746,1110,5.21,-26,-26,1646,24.03,10
1373,27460000,351983741,333548747,1081,6.06,44,-57,1648,24.04,14
1374,27480000,351983741,333548749,1104,5.56,114,36,1649,24.11,14
1375,27500000,351983749,333548750,1138,3.26,-89,98,1650,24.06,13
1376,27520000,351983747,333548753,1157,5.81,-64,5,1651,24.1,9
1377,27540000,351983729,333548756,1189,7.5,137,26,1652,24.06,13
1378,27560000,351983729,333548760,1178,6.24,-17,-19,1654,24.08,9
1379,27580000,351983740,333548765,1194,6.58,-7,25,1655,24.05,13
1380,27600000,351983759,333548770,1171,6.41,13,-19,1656,24.1,9
1381,27620000,351983740,333548776,1130,5.34,64,-19,1657,24.11,14
1382,27640000,351983770,333548782,1194,4.33,81,-41,1658,24.07,14
1383,27660000,351983762,333548789,1131,6.83,6,2,1660,24.03,11
1384,27680000,351983775,333548797,1127,7.11,-20,118,1661,24.04,12
1385,27700000,351983791,333548805,1213,6.54,-2,26,1662,24.02,10
1386,27720000,351983804,333548814,1184,6.38,18,38,1663,24.07,9
1387,27740000,351983809,333548823,1162,6.34,80,136,1664,24.06,9
1388,27760000,351983800,333548834,1184,5.85,8,-1,1666,24.03,12
1389,27780000,351983810,333548844,1190,6.2,111,-18,1667,24.07,12
1390,27800000,351983806,333548856,1102,5.9,-52,54,1668,24.03,10
1391,27820000,351983784,333548868,1153,6.26,32,-30,1669,24.1,9
1392,27840000,351983816,333548880,1111,4.79,107,45,1670,24.07,13
1393,27860000,351983826,333548894,1163,5.15,79,84,1672,24.09,11
1394,27880000,351983848,333548907,1133,6.54,20,-22,1673,24.02,9
1395,27900000,351983842,333548922,1214,5.49,-54,4,1674,24.01,9
1396,27920000,351983860,333548937,1182,3.08,-43,110,1675,23.99,12
1397,27940000,351983879,333548953,1129,6.03,-9,-21,1676,24.06,13
1398,27960000,351983898,333548969,1162,3.23,19,-3,1678,24.0,9
1399,27980000,351983901,333548986,1115,8.1,-15,40,1679,24.08,11
1400,28000000,351983892,333549004,1166,6.72,-89,13,1680,24.04,14
1401,28020000,351983894,333549022,1187,6.66,-45,-11,1681,24.06,10
1402,28040000,351983875,333549040,1177,5.12,31,105,1682,24.0,9
1403,28060000,351983862,333549060,1090,4.58,51,1,1684,24.02,13
1404,28080000,351983866,333549080,1154,5.64,-85,44,1685,24.04,12
1405,28100000,351983859,333549100,1189,5.91,-22,9,1686,24.05,11
1406,28120000,351983861,333549121,1182,5.0,-102,17,1687,23.99,10
1407,28140000,351983863,333549143,1216,6.07,-34,-36,1688,24.04,11
1408,28160000,351983886,333549165,1120,6.68,217,73,1690,24.01,12
1409,28180000,351983902,333549188,1193,6.58,3,8,1691,24.05,12
1410,28200000,351983905,333549211,1147,4.69,-21,90,1692,24.02,10
1411,28220000,351983921,333549235,1181,3.39,-36,-26,1693,24.02,9
1412,28240000,351983916,333549260,1191,5.89,-74,5,1694,24.04,14
1413,28260000,351983916,333549285,1203,5.13,-114,52,1696,24.06,10
1414,28280000,351983928,333549310,1153,6.4,-2,34,1697,24.02,12
1415,28300000,351983919,333549337,1184,7.78,-16,-2,1698,24.06,14
1416,28320000,351983920,333549363,1131,7.78,90,22,1699,23.99,9
1417,28340000,351983910,333549391,1122,6.22,-100,-33,1700,24.03,13
1418,28360000,351983915,333549419,1201,7.17,26,31,1702,23.99,9
1419,28380000,351983934,333549447,1178,7.78,82,-98,1703,24.03,9
1420,28400000,351983930,333549476,1116,5.95,-120,37,1704,23.99,9
1421,28420000,351983936,333549505,1148,6.21,40,94,1705,24.02,14
1422,28440000,351983930,333549535,1183,6.87,-98,72,1706,24.04,11
1423,28460000,351983922,333549566,1246,5.85,32,69,1708,23.99,14
1424,28480000,351983913,333549597,1226,5.32,90,8,1709,23.96,14
1425,28500000,351983931,333549628,1217,5.03,0,52,1710,24.01,12
1426,28520000,351983958,333549661,1115,5.9,17,9,1711,24.03,9
1427,28540000,351983966,333549693,1183,5.18,-42,24,1712,24.02,9
1428,28560000,351983962,333549726,1207,6.81,17,24,1714,23.99,14
1429,28580000,351983972,333549760,1204,5.51,69,-132,1715,24.04,11
1430,28600000,351983972,333549794,1206,7.58,-11,73,1716,24.0,10
1431,28620000,351983984,333549828,1181,7.29,-8,50,1717,24.03,11
1432,28640000,351983990,333549863,1261,4.48,23,69,1718,23.98,11
1433,28660000,351983996,333549899,1251,7.14,50,-16,1720,24.02,10
1434,28680000,351984006,333549935,1189,5.44,-100,62,1721,24.04,11
1435,28700000,351984003,333549971,1154,7.47,3,52,1722,23.99,12
1436,28720000,351984002,333550008,1276,6.49,-42,-78,1723,24.0,10
1437,28740000,351983988,333550045,1173,5.85,30,-55,1724,24.02,10
1438,28760000,351983987,333550083,1244,6.68,63,31,1726,24.02,10
1439,28780000,351983976,333550121,1273,5.27,19,-2,1727,24.02,13
1440,28800000,351983978,333550160,1160,6.28,79,28,1728,24.0,14
1441,28820000,351983972,333550199,1210,6.35,-60,-1,1729,23.96,10
1442,28840000,351983976,333550238,1185,5.74,-25,101,1730,24.0,12
1443,28860000,351983984,333550278,1221,6.35,-60,-62,1732,23.96,14
1444,28880000,351983973,333550319,1214,4.76,3,-36,1733,24.0,11
1445,28900000,351983969,333550359,1280,6.55,5,-17,1734,23.93,10
1446,28920000,351983963,333550401,1226,4.52,-12,-36,1735,24.04,10
1447,28940000,351983973,333550442,1203,6.62,-74,1,1736,24.05,9
1448,28960000,351983994,333550484,1249,6.45,-4,27,1738,24.01,13
1449,28980000,351984006,333550526,1194,6.72,-26,-35,1739,23.97,14
1450,29000000,351984005,333550569,1191,5.28,37,46,1740,23.99,9
1451,29020000,351984023,333550612,1296,9.39,-16,92,1741,24.02,10
1452,29040000,351984012,333550655,1175,5.66,71,81,1742,24.01,11
1453,29060000,351984030,333550699,1189,6.09,14,125,1744,23.97,9
1454,29080000,351984027,333550743,1211,5.06,-113,83,1745,24.03,9
1455,29100000,351984002,333550788,1168,7.55,-10,27,1746,24.01,14
1456,29120000,351984032,333550833,1127,5.38,-87,114,1747,24.01,13
1457,29140000,351984051,333550878,1254,7.06,59,63,1748,23.98,10
1458,29160000,351984044,333550923,1181,4.84,88,119,1750,23.99,14
1459,29180000,351984049,333550969,1192,6.28,-1,19,1751,23.97,13
1460,29200000,351984050,333551015,1199,5.5,27,-71,1752,23.99,12
1461,29220000,351984055,333551061,1176,6.99,-88,-26,1753,23.97,9
1462,29240000,351984043,333551108,1173,5.6,-137,37,1754,24.02,13
1463,29260000,351984040,333551155,1223,4.94,-34,55,1756,23.99,13
1464,29280000,351984048,333551202,1313,6.45,-15,19,1757,23.99,13
1465,29300000,351984053,333551250,1248,4.57,-92,77,1758,23.99,14
1466,29320000,351984069,333551297,1249,4.84,5,-25,1759,23.99,11
1467,29340000,351984073,333551345,1160,6.81,19,-4,1760,23.94,10
1468,29360000,351984100,333551394,1220,3.8,39,76,1762,24.02,13
1469,29380000,351984096,333551442,1174,6.8,95,31,1763,23.98,10
1470,29400000,351984102,333551491,1253,5.48,49,34,1764,23.96,9
1471,29420000,351984086,333551540,1214,4.89,-22,97,1765,23.95,9
1472,29440000,351984077,333551589,1226,6.22,6,82,1766,23.96,10
1473,29460000,351984093,333551639,1222,6.66,36,-8,1768,23.96,12
1474,29480000,351984087,333551688,1203,5.27,-64,39,1769,23.98,11
1475,29500000,351984096,333551738,1166,5.74,81,-52,1770,23.95,11
1476,29520000,351984099,333551788,1251,6.85,55,29,1771,23.98,14
1477,29540000,351984092,333551838,1173,6.8,-13,48,1772,23.98,14
1478,29560000,351984091,333551889,1182,5.88,-39,-53,1774,23.95,12
1479,29580000,351984090,333551939,1218,5.07,233,104,1775,24.04,11
1480,29600000,351984088,333551990,1203,4.87,51,125,1776,23.97,9
1481,29620000,351984099,333552041,1242,5.27,57,53,1777,23.98,12
1482,29640000,351984109,333552092,1273,6.72,110,74,1778,23.97,11
1483,29660000,351984106,333552143,1243,6.6,60,102,1780,23.96,11
1484,29680000,351984101,333552194,1242,6.29,13,21,1781,23.99,9
1485,29700000,351984107,333552245,1236,7.53,43,79,1782,24.01,10
1486,29720000,351984109,333552297,1270,5.61,-55,48,1783,23.96,10
1487,29740000,351984123,333552349,1163,5.52,44,-43,1784,23.94,9
1488,29760000,351984153,333552400,1252,5.52,-94,-13,1786,23.98,11
1489,29780000,351984164,333552452,1201,8.12,26,2,1787,23.9,12
1490,29800000,351984167,333552504,1190,3.62,34,81,1788,23.97,11
1491,29820000,351984169,333552556,1240,6.29,-95,34,1789,23.95,10
1492,29840000,351984164,333552608,1225,6.46,118,77,1790,23.97,9
1493,29860000,351984158,333552660,1265,6.03,-70,7,1792,23.91,14
1494,29880000,351984151,333552712,1287,8.61,64,-31,1793,23.94,13
1495,29900000,351984151,333552764,1150,7.29,-32,129,1794,23.93,12
1496,29920000,351984150,333552817,1241,6.83,19,161,1795,23.94,10
1497,29940000,351984161,333552869,1323,4.94,-39,48,1796,23.97,12
